Pattern Generating Match,Pattern matched,Piece Title,Part,First Note Measure Number,Last Note Measure Number,Note Durations,EMA,EMA url
"[2, 3, -2, -2, -2]","[2, 3, -2, -2, -2]",Mente tota supplicamus (from Vultuum tuum),Contratenor,51,53,"[3.0, 1.0, 2.0, 2.0, 4.0, 2.0]","51-53/2/@4.0-end,@start-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0016.mei/51-53/2/@4.0-end,@start-end,@start-2.0"
"[2, 3, -2, -2, -2]","[2, 3, -2, -2, -2]","Benedicta es, coelorum regina",[Discantus],95,97,"[4.0, 4.0, 4.0, 2.0, 2.0, 4.0]","95-97/1/@3.0-end,@start-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0017.mei/95-97/1/@3.0-end,@start-end,@start-3.0"
"[2, 3, -2, -2, -2]","[2, 3, -2, -2, -2]",Susanne un jour,Tenor,34,35,"[2.0, 2.0, 2.0, 2.0, 4.0, 2.0]","34-35/3/@2.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0020.mei/34-35/3/@2.0-end,@start-4.0"
"[2, 3, -2, -2, -2]","[2, 3, -2, -2, -2]","Benedicta es, cælorum Regina",Altus,28,29,"[2.0, 2.0, 3.0, 1.0, 1.0, 1.0]","28-29/2/@2.0-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0021.mei/28-29/2/@2.0-end,@start-2.5"
"[3, -2, -2, -2, -3]","[3, -2, -2, -2, -3]",Vidi speciosam,Superius,2,3,"[2.0, 2.0, 2.0, 3.0, 1.0, 2.0]","2-3/1/@3.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/2-3/1/@3.0-end,@start-4.0"
"[3, -2, -2, -2, -3]","[3, -2, -2, -2, -3]",Vidi speciosam,Contratenor,4,5,"[2.0, 2.0, 2.0, 3.0, 1.0, 1.0]","4-5/2/@1.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/4-5/2/@1.0-end,@start-2.0"
"[3, -2, -2, -2, -3]","[3, -2, -2, -2, -3]",Vidi speciosam,PrimusTenor,6,7,"[2.0, 2.0, 2.0, 3.0, 1.0, 2.0]","6-7/3/@3.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/6-7/3/@3.0-end,@start-4.0"
"[3, -2, -2, -2, -3]","[3, -2, -2, -2, -3]",Quare fremuerunt gentes,[Bassus],140,142,"[2.0, 3.0, 1.0, 3.0, 1.0, 2.0]","140-142/5/@4.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/140-142/5/@4.0-end,@start-end,@start-1.0"
"[3, -2, -2, -2, -3]","[3, -2, -2, -2, -3]",Voulant honneur,Bassus,23,24,"[2.0, 2.0, 3.0, 1.0, 2.0, 2.0]","23-24/4/@1.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0012.mei/23-24/4/@1.0-end,@start-2.0"
"[3, -2, -2, -2, -3]","[3, -2, -2, -2, -3]",Quo abiit dilectus tuus,Superior,24,25,"[2.0, 2.0, 2.0, 4.0, 2.0, 2.0]","24-25/1/@2.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/24-25/1/@2.0-end,@start-4.0"
"[3, -2, -2, -2, -3]","[3, -2, -2, -2, -3]",Quo abiit dilectus tuus,Superior,65,66,"[2.0, 2.0, 2.0, 2.0, 3.0, 1.0]","65-66/1/@2.0-end,@start-3.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/65-66/1/@2.0-end,@start-3.5"
"[3, -2, -2, -2, -3]","[3, -2, -2, -2, -3]",Quo abiit dilectus tuus,Superior,139,141,"[2.0, 2.0, 4.0, 3.0, 1.0, 1.0]","139-141/1/@3.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/139-141/1/@3.0-end,@start-end,@start-1.0"
"[3, -2, -2, -2, -3]","[3, -2, -2, -2, -3]",Quo abiit dilectus tuus,Contratenor,22,24,"[2.0, 2.0, 2.0, 4.0, 2.0, 2.0]","22-24/2/@4.0-end,@start-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/22-24/2/@4.0-end,@start-end,@start-2.0"
"[3, -2, -2, -2, -3]","[3, -2, -2, -2, -3]",Quo abiit dilectus tuus,Tenor,28,29,"[2.0, 2.0, 2.0, 4.0, 2.0, 2.0]","28-29/3/@2.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/28-29/3/@2.0-end,@start-4.0"
"[3, -2, -2, -2, -3]","[3, -2, -2, -2, -3]",Quo abiit dilectus tuus,Bassus,26,28,"[2.0, 2.0, 2.0, 4.0, 2.0, 2.0]","26-28/4/@4.0-end,@start-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/26-28/4/@4.0-end,@start-end,@start-2.0"
"[3, -2, -2, -2, -3]","[3, -2, -2, -2, -3]",Quo abiit dilectus tuus,Bassus,62,64,"[2.0, 2.0, 2.0, 3.0, 1.0, 6.0]","62-64/4/@4.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/62-64/4/@4.0-end,@start-end,@start-1.0"
"[-2, -2, -2, -3, 2]","[-2, -2, -2, -3, 2]",Vidi speciosam,Superius,2,4,"[2.0, 2.0, 3.0, 1.0, 2.0, 2.0]","2-4/1/@4.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/2-4/1/@4.0-end,@start-end,@start-1.0"
"[-2, -2, -2, -3, 2]","[-2, -2, -2, -3, 2]",Vidi speciosam,Contratenor,4,5,"[2.0, 2.0, 3.0, 1.0, 1.0, 1.0]","4-5/2/@2.0-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/4-5/2/@2.0-end,@start-2.5"
"[-2, -2, -2, -3, 2]","[-2, -2, -2, -3, 2]",Vidi speciosam,PrimusTenor,6,8,"[2.0, 2.0, 3.0, 1.0, 2.0, 2.0]","6-8/3/@4.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/6-8/3/@4.0-end,@start-end,@start-1.0"
"[-2, -2, -2, -3, 2]","[-2, -2, -2, -3, 2]",Vidi speciosam,PrimusTenor,52,54,"[4.0, 3.0, 1.0, 2.0, 2.0, 4.0]","52-54/3/@3.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/52-54/3/@3.0-end,@start-end,@start-1.0"
"[-2, -2, -2, -3, 2]","[-2, -2, -2, -3, 2]",Ave Maria,[Superius],42,45,"[2.0, 4.0, 4.0, 4.0, 4.0, 4.0]","42-45/1/@4.0-end,@start-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0008.mei/42-45/1/@4.0-end,@start-end,@start-end,@start-1.0"
"[-2, -2, -2, -3, 2]","[-2, -2, -2, -3, 2]",Ave Maria,Altus,106,107,"[2.0, 2.0, 2.0, 4.0, 4.0, 4.0]","106-107/2/@2.5-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0008.mei/106-107/2/@2.5-end,@start-3.0"
"[-2, -2, -2, -3, 2]","[-2, -2, -2, -3, 2]",Ave Maria,Tenor,42,44,"[2.0, 4.0, 4.0, 4.0, 2.0, 4.0]","42-44/3/@4.0-end,@start-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0008.mei/42-44/3/@4.0-end,@start-end,@start-4.0"
"[-2, -2, -2, -3, 2]","[-2, -2, -2, -3, 2]",Quare fremuerunt gentes,Superius,85,86,"[2.0, 2.0, 3.0, 1.0, 2.0, 4.0]","85-86/1/@2.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/85-86/1/@2.0-end,@start-3.0"
"[-2, -2, -2, -3, 2]","[-2, -2, -2, -3, 2]",Quare fremuerunt gentes,Contratenor,238,239,"[4.0, 3.0, 1.0, 2.0, 2.0, 2.0]","238-239/2/@1.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/238-239/2/@1.0-end,@start-3.0"
"[-2, -2, -2, -3, 2]","[-2, -2, -2, -3, 2]",Quare fremuerunt gentes,[Bassus],141,142,"[3.0, 1.0, 3.0, 1.0, 2.0, 2.0]","141-142/5/@1.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/141-142/5/@1.0-end,@start-2.0"
"[-2, -2, -2, -3, 2]","[-2, -2, -2, -3, 2]",Quare fremuerunt gentes,[Bassus],181,183,"[4.0, 4.0, 4.0, 8.0, 4.0, 4.0]","181-183/5/@1.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/181-183/5/@1.0-end,@start-end,@start-1.0"
"[-2, -2, -2, -3, 2]","[-2, -2, -2, -3, 2]",Si bona suscepimus,Tenor,18,19,"[4.0, 1.0, 1.0, 2.0, 2.0, 4.0]","18-19/3/@2.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0014.mei/18-19/3/@2.0-end,@start-3.0"
"[-2, -2, -2, -3, 2]","[-2, -2, -2, -3, 2]",Si bona suscepimus,Bassus,14,16,"[4.0, 2.0, 3.0, 1.0, 2.0, 4.0]","14-16/4/@3.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0014.mei/14-16/4/@3.0-end,@start-end,@start-1.0"
"[-2, -2, -2, -3, 2]","[-2, -2, -2, -3, 2]",Quo abiit dilectus tuus,Superior,139,141,"[2.0, 4.0, 3.0, 1.0, 1.0, 1.0]","139-141/1/@4.0-end,@start-end,@start-1.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/139-141/1/@4.0-end,@start-end,@start-1.5"
"[-2, -2, -2, -3, 2]","[-2, -2, -2, -3, 2]",Quo abiit dilectus tuus,Contratenor,121,122,"[1.0, 1.0, 1.0, 2.0, 2.0, 4.0]","121-122/2/@3.5-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/121-122/2/@3.5-end,@start-3.0"
"[-2, -2, -2, -3, 2]","[-2, -2, -2, -3, 2]","Benedicta es, coelorum regina",[Discantus],120,121,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0]","120-121/1/@2.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0017.mei/120-121/1/@2.0-end,@start-3.0"
"[-2, -2, -2, -3, 2]","[-2, -2, -2, -3, 2]","Benedicta es, coelorum regina",[Contratenor],124,125,"[1.0, 2.0, 2.0, 2.0, 2.0, 4.0]","124-125/2/@2.5-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0017.mei/124-125/2/@2.5-end,@start-3.0"
"[-2, -2, -2, -3, 2]","[-2, -2, -2, -3, 2]","Benedicta es, coelorum regina",[Contratenor],127,128,"[1.0, 2.0, 2.0, 2.0, 2.0, 4.0]","127-128/2/@2.5-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0017.mei/127-128/2/@2.5-end,@start-3.0"
"[-2, -2, -2, -3, 2]","[-2, -2, -2, -3, 2]","Benedicta es, cælorum Regina",Altus,44,45,"[1.0, 1.0, 3.0, 1.0, 1.0, 1.0]","44-45/2/@2.0-end,@start-1.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0021.mei/44-45/2/@2.0-end,@start-1.5"
"[-2, -2, -2, -3, 2]","[-2, -2, -2, -3, 2]","Benedicta es, cælorum Regina",Altus,47,48,"[1.0, 1.0, 3.0, 1.0, 1.0, 1.0]","47-48/2/@4.0-end,@start-3.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0021.mei/47-48/2/@4.0-end,@start-3.5"
"[-3, 2, 3, -2, -2]","[-3, 2, 3, -2, -2]",Vidi speciosam,Superius,3,4,"[1.0, 2.0, 2.0, 2.0, 2.0, 4.0]","3-4/1/@3.5-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/3-4/1/@3.5-end,@start-4.0"
"[-3, 2, 3, -2, -2]","[-3, 2, 3, -2, -2]",Vidi speciosam,Superius,41,43,"[2.0, 2.0, 2.0, 4.0, 2.0, 4.0]","41-43/1/@3.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/41-43/1/@3.0-end,@start-end,@start-1.0"
"[-3, 2, 3, -2, -2]","[-3, 2, 3, -2, -2]",Vidi speciosam,Superius,45,47,"[2.0, 2.0, 2.0, 4.0, 2.0, 4.0]","45-47/1/@3.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/45-47/1/@3.0-end,@start-end,@start-1.0"
"[-3, 2, 3, -2, -2]","[-3, 2, 3, -2, -2]",Vidi speciosam,Contratenor,44,45,"[2.0, 2.0, 2.0, 4.0, 2.0, 4.0]","44-45/2/@1.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/44-45/2/@1.0-end,@start-3.0"
"[-3, 2, 3, -2, -2]","[-3, 2, 3, -2, -2]",Vidi speciosam,SecundusTenor,38,40,"[2.0, 2.0, 2.0, 4.0, 2.0, 4.0]","38-40/4/@3.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/38-40/4/@3.0-end,@start-end,@start-1.0"
"[-3, 2, 3, -2, -2]","[-3, 2, 3, -2, -2]",Vidi speciosam,Bassus,40,42,"[2.0, 2.0, 2.0, 4.0, 2.0, 4.0]","40-42/5/@3.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/40-42/5/@3.0-end,@start-end,@start-1.0"
"[-3, 2, 3, -2, -2]","[-3, 2, 3, -2, -2]",Vidi speciosam,Bassus,43,45,"[2.0, 2.0, 2.0, 4.0, 2.0, 4.0]","43-45/5/@3.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/43-45/5/@3.0-end,@start-end,@start-1.0"
"[-3, 2, 3, -2, -2]","[-3, 2, 3, -2, -2]",Quo abiit dilectus tuus,Bassus,137,138,"[2.0, 2.0, 2.0, 2.0, 4.0, 4.0]","137-138/4/@1.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/137-138/4/@1.0-end,@start-3.0"
"[-3, 2, 3, -2, -2]","[-3, 2, 3, -2, -2]",Mente tota supplicamus (from Vultuum tuum),Contratenor,51,52,"[2.0, 3.0, 1.0, 2.0, 2.0, 4.0]","51-52/2/@3.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0016.mei/51-52/2/@3.0-end,@start-4.0"
"[-3, 2, 3, -2, -2]","[-3, 2, 3, -2, -2]",Mente tota supplicamus (from Vultuum tuum),Tenor,38,40,"[2.0, 2.0, 2.0, 2.0, 4.0, 4.0]","38-40/3/@3.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0016.mei/38-40/3/@3.0-end,@start-end,@start-1.0"
"[-3, 2, 3, -2, -2]","[-3, 2, 3, -2, -2]",Mente tota supplicamus (from Vultuum tuum),Bassus,37,38,"[2.0, 2.0, 2.0, 2.0, 4.0, 4.0]","37-38/4/@1.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0016.mei/37-38/4/@1.0-end,@start-3.0"
"[-3, 2, 3, -2, -2]","[-3, 2, 3, -2, -2]","Benedicta es, coelorum regina",[QuintaVox],57,58,"[1.0, 1.0, 2.0, 2.0, 3.0, 1.0]","57-58/4/@4.0-end,@start-4.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0017.mei/57-58/4/@4.0-end,@start-4.5"
"[-3, 2, 3, -2, -2]","[-3, 2, 3, -2, -2]","Benedicta es, coelorum regina",[Bassus],80,81,"[2.0, 2.0, 2.0, 2.0, 3.0, 1.0]","80-81/6/@3.0-end,@start-4.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0017.mei/80-81/6/@3.0-end,@start-4.5"
"[-3, 2, 3, -2, -2]","[-3, 2, 3, -2, -2]",Benedicta es coelorum regina,Altus,48,49,"[2.0, 2.0, 2.0, 4.0, 2.0, 1.0]","48-49/2/@1.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0023.mei/48-49/2/@1.0-end,@start-3.0"
"[3, -2, -2, -2, -2]","[3, -2, -2, -2, -2]",Vidi speciosam,Superius,4,5,"[2.0, 2.0, 2.0, 4.0, 1.0, 1.0]","4-5/1/@1.0-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/4-5/1/@1.0-end,@start-2.5"
"[3, -2, -2, -2, -2]","[3, -2, -2, -2, -2]",Vidi speciosam,Superius,51,52,"[2.0, 3.0, 1.0, 1.0, 1.0, 2.0]","51-52/1/@3.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/51-52/1/@3.0-end,@start-3.0"
"[3, -2, -2, -2, -2]","[3, -2, -2, -2, -2]",Vidi speciosam,Superius,74,75,"[2.0, 4.0, 2.0, 3.0, 1.0, 1.0]","74-75/1/@2.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/74-75/1/@2.0-end,@start-4.0"
"[3, -2, -2, -2, -2]","[3, -2, -2, -2, -2]",Vidi speciosam,Superius,77,79,"[2.0, 4.0, 4.0, 3.0, 1.0, 1.0]","77-79/1/@2.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/77-79/1/@2.0-end,@start-end,@start-1.0"
"[3, -2, -2, -2, -2]","[3, -2, -2, -2, -2]",Vidi speciosam,Contratenor,14,14,"[2.0, 3.0, 1.0, 1.0, 0.5, 0.5]","14-14/2/@1.0-end,@start-4.75","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/14-14/2/@1.0-end,@start-4.75"
"[3, -2, -2, -2, -2]","[3, -2, -2, -2, -2]",Vidi speciosam,Contratenor,75,77,"[2.0, 4.0, 2.0, 3.0, 0.5, 0.5]","75-77/2/@4.0-end,@start-end,@start-1.75","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/75-77/2/@4.0-end,@start-end,@start-1.75"
"[3, -2, -2, -2, -2]","[3, -2, -2, -2, -2]",Vidi speciosam,Contratenor,79,80,"[2.0, 4.0, 4.0, 3.0, 0.5, 0.5]","79-80/2/@2.0-end,@start-4.75","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/79-80/2/@2.0-end,@start-4.75"
"[3, -2, -2, -2, -2]","[3, -2, -2, -2, -2]",Vidi speciosam,PrimusTenor,83,84,"[2.0, 4.0, 4.0, 3.0, 0.5, 0.5]","83-84/3/@2.0-end,@start-4.75","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/83-84/3/@2.0-end,@start-4.75"
"[3, -2, -2, -2, -2]","[3, -2, -2, -2, -2]",Vidi speciosam,SecundusTenor,79,81,"[2.0, 4.0, 2.0, 3.0, 1.0, 1.0]","79-81/4/@4.0-end,@start-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/79-81/4/@4.0-end,@start-end,@start-2.0"
"[3, -2, -2, -2, -2]","[3, -2, -2, -2, -2]",Vidi speciosam,SecundusTenor,81,82,"[2.0, 2.0, 2.0, 3.0, 0.5, 0.5]","81-82/4/@4.0-end,@start-4.75","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/81-82/4/@4.0-end,@start-4.75"
"[3, -2, -2, -2, -2]","[3, -2, -2, -2, -2]",Vidi speciosam,Bassus,8,9,"[2.0, 2.0, 3.0, 1.0, 2.0, 2.0]","8-9/5/@1.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/8-9/5/@1.0-end,@start-2.0"
"[3, -2, -2, -2, -2]","[3, -2, -2, -2, -2]",Ave Maria,[Superius],114,116,"[2.0, 4.0, 1.0, 1.0, 4.0, 8.0]","114-116/1/@1.0-end,@start-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0008.mei/114-116/1/@1.0-end,@start-end,@start-3.0"
"[3, -2, -2, -2, -2]","[3, -2, -2, -2, -2]",Ave Maria,[Superius],122,124,"[2.0, 4.0, 1.0, 1.0, 4.0, 8.0]","122-124/1/@1.0-end,@start-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0008.mei/122-124/1/@1.0-end,@start-end,@start-3.0"
"[3, -2, -2, -2, -2]","[3, -2, -2, -2, -2]",Ave Maria,Tenor,117,119,"[2.0, 4.0, 1.0, 1.0, 4.0, 8.0]","117-119/3/@3.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0008.mei/117-119/3/@3.0-end,@start-end,@start-1.0"
"[3, -2, -2, -2, -2]","[3, -2, -2, -2, -2]",Ave Maria,Tenor,125,127,"[2.0, 4.0, 1.0, 1.0, 4.0, 8.0]","125-127/3/@3.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0008.mei/125-127/3/@3.0-end,@start-end,@start-1.0"
"[3, -2, -2, -2, -2]","[3, -2, -2, -2, -2]",Je suis déshéritée,Superius,22,23,"[2.0, 2.0, 2.0, 4.0, 4.0, 2.0]","22-23/1/@1.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0009.mei/22-23/1/@1.0-end,@start-4.0"
"[3, -2, -2, -2, -2]","[3, -2, -2, -2, -2]",Je suis déshéritée,Bassus,1,2,"[2.0, 3.0, 1.0, 1.0, 1.0, 1.0]","1-2/4/@4.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0009.mei/1-2/4/@4.0-end,@start-4.0"
"[3, -2, -2, -2, -2]","[3, -2, -2, -2, -2]",Quare fremuerunt gentes,Superius,84,86,"[2.0, 6.0, 2.0, 2.0, 3.0, 1.0]","84-86/1/@2.0-end,@start-end,@start-1.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/84-86/1/@2.0-end,@start-end,@start-1.5"
"[3, -2, -2, -2, -2]","[3, -2, -2, -2, -2]",Quare fremuerunt gentes,Superius,197,199,"[4.0, 2.0, 4.0, 4.0, 2.0, 2.0]","197-199/1/@3.0-end,@start-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/197-199/1/@3.0-end,@start-end,@start-3.0"
"[3, -2, -2, -2, -2]","[3, -2, -2, -2, -2]",Quare fremuerunt gentes,Contratenor,230,230,"[2.0, 2.0, 1.0, 1.0, 1.0, 1.0]","230-230/2/@1.0-end,@start-4.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/230-230/2/@1.0-end,@start-4.5"
"[3, -2, -2, -2, -2]","[3, -2, -2, -2, -2]",Quare fremuerunt gentes,SecundusTenor,228,229,"[2.0, 2.0, 3.0, 1.0, 2.0, 2.0]","228-229/4/@1.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/228-229/4/@1.0-end,@start-2.0"
"[3, -2, -2, -2, -2]","[3, -2, -2, -2, -2]",Quare fremuerunt gentes,[Bassus],132,134,"[2.0, 4.0, 2.0, 4.0, 6.0, 2.0]","132-134/5/@3.0-end,@start-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/132-134/5/@3.0-end,@start-end,@start-4.0"
