Pattern_Generating_Match,Pattern_matched,Piece_Title,Part,First Note Measure Number,Last Note Measure Number,Note_Durations,EMA,EMA url
"[-3, 2, 2, 2]","[-3, 2, 2, 2]",Veni speciosam,SecundusTenor,16,17,"[2.0, 2.0, 2.0, 1.0, 1.0]","16-17/4/@4.0-end,@start-3.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/16-17/4/@4.0-end,@start-3.5"
"[-3, 2, 2, 2]","[-3, 2, 2, 2]",Veni speciosam,SecundusTenor,26,27,"[2.0, 2.0, 2.0, 2.0, 2.0]","26-27/4/@2.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/26-27/4/@2.0-end,@start-2.0"
"[-3, 2, 2, 2]","[-3, 2, 2, 2]",Veni speciosam,SecundusTenor,87,88,"[2.0, 2.0, 2.0, 4.0, 6.0]","87-88/4/@2.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/87-88/4/@2.0-end,@start-3.0"
"[-3, 2, 2, 2]","[-3, 2, 2, 2]",Veni speciosam,SecundusTenor,102,102,"[2.0, 2.0, 1.0, 1.0, 1.0]","102-102/4/@1.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/102-102/4/@1.0-end,@start-4.0"
"[-3, 2, 2, 2]","[-3, 2, 2, 2]",Veni speciosam,Bassus,19,20,"[2.0, 2.0, 2.0, 2.0, 2.0]","19-20/5/@2.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/19-20/5/@2.0-end,@start-2.0"
"[-3, 2, 2, 2]","[-3, 2, 2, 2]",Veni speciosam,Bassus,25,26,"[2.0, 2.0, 2.0, 2.0, 2.0]","25-26/5/@2.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/25-26/5/@2.0-end,@start-2.0"
"[-3, 2, 2, 2]","[-3, 2, 2, 2]",Veni speciosam,Bassus,69,70,"[2.0, 1.0, 1.0, 1.0, 1.0]","69-70/5/@3.0-end,@start-1.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/69-70/5/@3.0-end,@start-1.5"
"[-3, 2, 2, 2]","[-3, 2, 2, 2]",Veni speciosam,Bassus,90,92,"[2.0, 2.0, 2.0, 4.0, 6.0]","90-92/5/@4.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/90-92/5/@4.0-end,@start-end,@start-1.0"
"[-3, 2, 2, 2]","[-3, 2, 2, 2]",Veni speciosam,Bassus,109,110,"[2.0, 1.0, 1.0, 1.0, 1.0]","109-110/5/@4.0-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/109-110/5/@4.0-end,@start-2.5"
"[2, 2, 2, -3]","[2, 2, 2, -3]",Veni speciosam,Superius,22,23,"[2.0, 2.0, 2.0, 2.0, 2.0]","22-23/1/@1.0-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/22-23/1/@1.0-end,@start-1.0"
"[2, 2, 2, -3]","[2, 2, 2, -3]",Veni speciosam,Superius,65,66,"[2.0, 1.0, 1.0, 1.0, 1.0]","65-66/1/@4.0-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/65-66/1/@4.0-end,@start-2.5"
"[2, 2, 2, -3]","[2, 2, 2, -3]",Veni speciosam,Superius,109,110,"[3.0, 1.0, 2.0, 2.0, 2.0]","109-110/1/@1.0-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/109-110/1/@1.0-end,@start-1.0"
"[2, 2, 2, -3]","[2, 2, 2, -3]",Veni speciosam,Contratenor,21,22,"[2.0, 2.0, 2.0, 2.0, 2.0]","21-22/2/@3.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/21-22/2/@3.0-end,@start-3.0"
"[2, 2, 2, -3]","[2, 2, 2, -3]",Veni speciosam,Contratenor,30,30,"[2.0, 1.0, 1.0, 1.0, 1.0]","30-30/2/@2.0-end,@start-4.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/30-30/2/@2.0-end,@start-4.5"
"[2, 2, 2, -3]","[2, 2, 2, -3]",Veni speciosam,Contratenor,98,99,"[2.0, 3.0, 1.0, 1.0, 1.0]","98-99/2/@4.0-end,@start-3.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/98-99/2/@4.0-end,@start-3.5"
"[2, 2, 2, -3]","[2, 2, 2, -3]",Veni speciosam,Contratenor,111,112,"[1.0, 1.0, 1.0, 1.0, 1.0]","111-112/2/@4.5-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/111-112/2/@4.5-end,@start-2.5"
"[2, 2, 2, -3]","[2, 2, 2, -3]",Veni speciosam,Contratenor,130,131,"[1.0, 1.0, 1.0, 3.0, 1.0]","130-131/2/@4.5-end,@start-3.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/130-131/2/@4.5-end,@start-3.5"
"[2, 2, 2, -3]","[2, 2, 2, -3]",Veni speciosam,PrimusTenor,19,20,"[2.0, 2.0, 2.0, 2.0, 2.0]","19-20/3/@1.0-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/19-20/3/@1.0-end,@start-1.0"
"[2, 2, 2, -3]","[2, 2, 2, -3]",Veni speciosam,PrimusTenor,25,26,"[2.0, 2.0, 2.0, 2.0, 2.0]","25-26/3/@1.0-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/25-26/3/@1.0-end,@start-1.0"
"[2, 2, 2, -3]","[2, 2, 2, -3]",Veni speciosam,PrimusTenor,32,32,"[1.0, 1.0, 1.0, 1.0, 1.0]","32-32/3/@1.5-end,@start-3.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/32-32/3/@1.5-end,@start-3.5"
"[2, 2, 2, -3]","[2, 2, 2, -3]",Veni speciosam,SecundusTenor,13,14,"[1.0, 1.0, 1.0, 1.0, 1.0]","13-14/4/@3.5-end,@start-1.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/13-14/4/@3.5-end,@start-1.5"
"[2, 2, 2, -3]","[2, 2, 2, -3]",Veni speciosam,SecundusTenor,17,18,"[1.0, 1.0, 1.0, 1.0, 1.0]","17-18/4/@3.5-end,@start-1.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/17-18/4/@3.5-end,@start-1.5"
"[2, 2, 2, -3]","[2, 2, 2, -3]",Veni speciosam,SecundusTenor,26,27,"[2.0, 2.0, 2.0, 2.0, 4.0]","26-27/4/@3.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/26-27/4/@3.0-end,@start-3.0"
"[2, 2, 2, -3]","[2, 2, 2, -3]",Veni speciosam,SecundusTenor,83,83,"[1.0, 1.0, 1.0, 2.0, 2.0]","83-83/4/@1.5-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/83-83/4/@1.5-end,@start-4.0"
"[2, 2, 2, -3]","[2, 2, 2, -3]",Veni speciosam,SecundusTenor,103,104,"[2.0, 2.0, 2.0, 2.0, 2.0]","103-104/4/@1.0-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/103-104/4/@1.0-end,@start-1.0"
"[2, 2, 2, -3]","[2, 2, 2, -3]",Veni speciosam,Bassus,19,20,"[2.0, 2.0, 2.0, 2.0, 4.0]","19-20/5/@3.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/19-20/5/@3.0-end,@start-3.0"
"[2, 2, 2, -3]","[2, 2, 2, -3]",Veni speciosam,Bassus,25,26,"[2.0, 2.0, 2.0, 2.0, 4.0]","25-26/5/@3.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/25-26/5/@3.0-end,@start-3.0"
"[2, 2, 2, -3]","[2, 2, 2, -3]",Veni speciosam,Bassus,69,70,"[1.0, 1.0, 1.0, 2.0, 2.0]","69-70/5/@4.5-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/69-70/5/@4.5-end,@start-3.0"
"[2, 2, 2, -3]","[2, 2, 2, -3]",Veni speciosam,Bassus,83,83,"[1.0, 1.0, 1.0, 2.0, 2.0]","83-83/5/@1.5-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/83-83/5/@1.5-end,@start-4.0"
"[2, 2, 2, -3]","[2, 2, 2, -3]",Veni speciosam,Bassus,132,133,"[1.0, 1.0, 1.0, 2.0, 2.0]","132-133/5/@4.5-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/132-133/5/@4.5-end,@start-3.0"
"[2, -3, -2, 2]","[2, -3, -2, 2]",Veni speciosam,Superius,22,23,"[2.0, 2.0, 2.0, 1.0, 1.0]","22-23/1/@3.0-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/22-23/1/@3.0-end,@start-2.5"
"[2, -3, -2, 2]","[2, -3, -2, 2]",Veni speciosam,Contratenor,22,23,"[2.0, 2.0, 2.0, 3.0, 1.0]","22-23/2/@1.0-end,@start-1.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/22-23/2/@1.0-end,@start-1.5"
"[2, -3, -2, 2]","[2, -3, -2, 2]",Veni speciosam,PrimusTenor,25,26,"[2.0, 2.0, 2.0, 1.0, 1.0]","25-26/3/@3.0-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/25-26/3/@3.0-end,@start-2.5"
"[2, -3, -2, 2]","[2, -3, -2, 2]",Veni speciosam,PrimusTenor,32,33,"[2.0, 2.0, 3.0, 1.0, 2.0]","32-33/3/@4.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/32-33/3/@4.0-end,@start-4.0"
"[2, -3, -2, 2]","[2, -3, -2, 2]",Veni speciosam,Bassus,9,10,"[2.0, 2.0, 4.0, 1.0, 1.0]","9-10/5/@3.0-end,@start-3.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/9-10/5/@3.0-end,@start-3.5"
"[-3, -2, 2, 2]","[-3, -2, 2, 2]",Veni speciosam,Superius,22,23,"[2.0, 2.0, 1.0, 1.0, 1.0]","22-23/1/@4.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/22-23/1/@4.0-end,@start-3.0"
"[-3, -2, 2, 2]","[-3, -2, 2, 2]",Veni speciosam,Contratenor,22,23,"[2.0, 2.0, 3.0, 1.0, 2.0]","22-23/2/@2.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/22-23/2/@2.0-end,@start-2.0"
"[-3, -2, 2, 2]","[-3, -2, 2, 2]",Veni speciosam,PrimusTenor,25,26,"[2.0, 2.0, 1.0, 1.0, 2.0]","25-26/3/@4.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/25-26/3/@4.0-end,@start-3.0"
"[-3, -2, 2, 2]","[-3, -2, 2, 2]",Veni speciosam,Bassus,9,10,"[2.0, 4.0, 1.0, 1.0, 1.0]","9-10/5/@4.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/9-10/5/@4.0-end,@start-4.0"
"[2, 2, -3, 4]","[2, 2, -3, 4]",Veni speciosam,Superius,23,23,"[1.0, 1.0, 1.0, 1.0, 4.0]","23-23/1/@2.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/23-23/1/@2.0-end,@start-4.0"
"[2, 2, -3, 4]","[2, 2, -3, 4]",Veni speciosam,Contratenor,63,64,"[1.0, 1.0, 1.0, 1.0, 4.0]","63-64/2/@4.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/63-64/2/@4.0-end,@start-2.0"
"[2, 2, -3, 4]","[2, 2, -3, 4]",Veni speciosam,Contratenor,69,69,"[1.0, 1.0, 1.0, 1.0, 4.0]","69-69/2/@2.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/69-69/2/@2.0-end,@start-4.0"
"[2, 2, -3, 4]","[2, 2, -3, 4]",Veni speciosam,PrimusTenor,19,20,"[2.0, 2.0, 2.0, 2.0, 3.0]","19-20/3/@2.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/19-20/3/@2.0-end,@start-2.0"
"[2, 2, -3, 4]","[2, 2, -3, 4]",Veni speciosam,PrimusTenor,87,88,"[2.0, 2.0, 2.0, 2.0, 3.0]","87-88/3/@4.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/87-88/3/@4.0-end,@start-4.0"
"[2, 2, -3, 4]","[2, 2, -3, 4]",Veni speciosam,SecundusTenor,12,13,"[2.0, 2.0, 2.0, 2.0, 3.0]","12-13/4/@2.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/12-13/4/@2.0-end,@start-2.0"
"[2, 2, -3, 4]","[2, 2, -3, 4]",Veni speciosam,SecundusTenor,131,131,"[1.0, 1.0, 1.0, 1.0, 4.0]","131-131/4/@2.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/131-131/4/@2.0-end,@start-4.0"
"[2, -3, 4, -2]","[2, -3, 4, -2]",Veni speciosam,Superius,23,24,"[1.0, 1.0, 1.0, 4.0, 2.0]","23-24/1/@2.5-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/23-24/1/@2.5-end,@start-2.0"
"[2, -3, 4, -2]","[2, -3, 4, -2]",Veni speciosam,Contratenor,63,64,"[1.0, 1.0, 1.0, 4.0, 2.0]","63-64/2/@4.5-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/63-64/2/@4.5-end,@start-4.0"
"[2, -3, 4, -2]","[2, -3, 4, -2]",Veni speciosam,Contratenor,69,70,"[1.0, 1.0, 1.0, 4.0, 2.0]","69-70/2/@2.5-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/69-70/2/@2.5-end,@start-2.0"
"[2, -3, 4, -2]","[2, -3, 4, -2]",Veni speciosam,Contratenor,117,118,"[2.0, 2.0, 2.0, 3.0, 1.0]","117-118/2/@3.0-end,@start-3.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/117-118/2/@3.0-end,@start-3.5"
"[2, -3, 4, -2]","[2, -3, 4, -2]",Veni speciosam,PrimusTenor,88,89,"[2.0, 2.0, 2.0, 3.0, 0.5]","88-89/3/@1.0-end,@start-1.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/88-89/3/@1.0-end,@start-1.5"
"[2, -3, 4, -2]","[2, -3, 4, -2]",Veni speciosam,SecundusTenor,12,13,"[2.0, 2.0, 2.0, 3.0, 1.0]","12-13/4/@3.0-end,@start-3.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/12-13/4/@3.0-end,@start-3.5"
"[2, -3, 4, -2]","[2, -3, 4, -2]",Veni speciosam,SecundusTenor,131,132,"[1.0, 1.0, 1.0, 4.0, 2.0]","131-132/4/@2.5-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/131-132/4/@2.5-end,@start-2.0"
"[-3, 4, -2, 2]","[-3, 4, -2, 2]",Veni speciosam,Superius,23,24,"[1.0, 1.0, 4.0, 2.0, 3.0]","23-24/1/@3.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/23-24/1/@3.0-end,@start-3.0"
"[-3, 4, -2, 2]","[-3, 4, -2, 2]",Veni speciosam,Superius,27,28,"[1.0, 1.0, 4.0, 2.0, 12.0]","27-28/1/@1.0-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/27-28/1/@1.0-end,@start-1.0"
"[-3, 4, -2, 2]","[-3, 4, -2, 2]",Veni speciosam,PrimusTenor,115,117,"[2.0, 2.0, 4.0, 2.0, 4.0]","115-117/3/@4.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/115-117/3/@4.0-end,@start-end,@start-1.0"
"[-3, 4, -2, 2]","[-3, 4, -2, 2]",Veni speciosam,SecundusTenor,12,13,"[2.0, 2.0, 3.0, 1.0, 1.0]","12-13/4/@4.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/12-13/4/@4.0-end,@start-4.0"
"[-3, 4, -2, 2]","[-3, 4, -2, 2]",Veni speciosam,SecundusTenor,131,132,"[1.0, 1.0, 4.0, 2.0, 2.0]","131-132/4/@3.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/131-132/4/@3.0-end,@start-3.0"
"[4, -2, 2, -2]","[4, -2, 2, -2]",Veni speciosam,Superius,23,24,"[1.0, 4.0, 2.0, 3.0, 1.0]","23-24/1/@3.5-end,@start-4.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/23-24/1/@3.5-end,@start-4.5"
"[4, -2, 2, -2]","[4, -2, 2, -2]",Veni speciosam,Contratenor,6,7,"[1.0, 4.0, 2.0, 3.0, 1.0]","6-7/2/@1.5-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/6-7/2/@1.5-end,@start-2.5"
"[4, -2, 2, -2]","[4, -2, 2, -2]",Veni speciosam,Contratenor,41,42,"[2.0, 4.0, 2.0, 3.0, 1.0]","41-42/2/@3.0-end,@start-4.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/41-42/2/@3.0-end,@start-4.5"
"[4, -2, 2, -2]","[4, -2, 2, -2]",Veni speciosam,Contratenor,106,107,"[2.0, 3.0, 0.5, 0.5, 2.0]","106-107/2/@4.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/106-107/2/@4.0-end,@start-3.0"
"[4, -2, 2, -2]","[4, -2, 2, -2]",Veni speciosam,PrimusTenor,109,110,"[2.0, 3.0, 0.5, 0.5, 2.0]","109-110/3/@4.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/109-110/3/@4.0-end,@start-3.0"
"[-2, 2, -2, -2]","[-2, 2, -2, -2]",Veni speciosam,Superius,23,25,"[4.0, 2.0, 3.0, 1.0, 2.0]","23-25/1/@4.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/23-25/1/@4.0-end,@start-end,@start-1.0"
"[-2, 2, -2, -2]","[-2, 2, -2, -2]",Veni speciosam,Superius,57,58,"[1.0, 2.0, 4.0, 2.0, 4.0]","57-58/1/@1.5-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/57-58/1/@1.5-end,@start-2.0"
"[-2, 2, -2, -2]","[-2, 2, -2, -2]",Veni speciosam,Superius,108,109,"[0.5, 0.5, 2.0, 2.0, 3.0]","108-109/1/@2.5-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/108-109/1/@2.5-end,@start-1.0"
"[-2, 2, -2, -2]","[-2, 2, -2, -2]",Veni speciosam,Superius,126,127,"[1.0, 1.0, 2.0, 2.0, 2.0]","126-127/1/@3.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/126-127/1/@3.0-end,@start-2.0"
"[-2, 2, -2, -2]","[-2, 2, -2, -2]",Veni speciosam,Superius,127,128,"[2.0, 2.0, 3.0, 1.0, 2.0]","127-128/1/@2.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/127-128/1/@2.0-end,@start-2.0"
"[-2, 2, -2, -2]","[-2, 2, -2, -2]",Veni speciosam,Contratenor,27,28,"[3.0, 1.0, 1.0, 1.0, 1.0]","27-28/2/@3.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/27-28/2/@3.0-end,@start-2.0"
"[-2, 2, -2, -2]","[-2, 2, -2, -2]",Veni speciosam,Contratenor,41,43,"[4.0, 2.0, 3.0, 1.0, 2.0]","41-43/2/@4.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/41-43/2/@4.0-end,@start-end,@start-1.0"
"[-2, 2, -2, -2]","[-2, 2, -2, -2]",Veni speciosam,Contratenor,56,57,"[1.0, 2.0, 4.0, 2.0, 2.0]","56-57/2/@1.5-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/56-57/2/@1.5-end,@start-2.0"
"[-2, 2, -2, -2]","[-2, 2, -2, -2]",Veni speciosam,Contratenor,60,61,"[1.0, 2.0, 3.0, 1.0, 2.0]","60-61/2/@1.5-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/60-61/2/@1.5-end,@start-1.0"
"[-2, 2, -2, -2]","[-2, 2, -2, -2]",Veni speciosam,Contratenor,107,107,"[3.0, 0.5, 0.5, 2.0, 2.0]","107-107/2/@1.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/107-107/2/@1.0-end,@start-4.0"
"[-2, 2, -2, -2]","[-2, 2, -2, -2]",Veni speciosam,Contratenor,131,133,"[4.0, 2.0, 3.0, 1.0, 2.0]","131-133/2/@4.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/131-133/2/@4.0-end,@start-end,@start-1.0"
"[-2, 2, -2, -2]","[-2, 2, -2, -2]",Veni speciosam,PrimusTenor,8,9,"[4.0, 2.0, 2.0, 1.0, 1.0]","8-9/3/@2.0-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/8-9/3/@2.0-end,@start-2.5"
"[-2, 2, -2, -2]","[-2, 2, -2, -2]",Veni speciosam,PrimusTenor,55,56,"[1.0, 2.0, 4.0, 2.0, 2.0]","55-56/3/@3.5-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/55-56/3/@3.5-end,@start-4.0"
"[-2, 2, -2, -2]","[-2, 2, -2, -2]",Veni speciosam,PrimusTenor,59,60,"[1.0, 2.0, 4.0, 2.0, 2.0]","59-60/3/@3.5-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/59-60/3/@3.5-end,@start-4.0"
"[-2, 2, -2, -2]","[-2, 2, -2, -2]",Veni speciosam,PrimusTenor,63,64,"[1.0, 4.0, 4.0, 2.0, 2.0]","63-64/3/@2.5-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/63-64/3/@2.5-end,@start-4.0"
"[-2, 2, -2, -2]","[-2, 2, -2, -2]",Veni speciosam,PrimusTenor,66,67,"[1.0, 4.0, 4.0, 2.0, 2.0]","66-67/3/@2.5-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/66-67/3/@2.5-end,@start-4.0"
